fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.6333333333333333,0.7361111111111112,0.7027027027027027,0.5,0.7222222222222222,2.8882038593292236
2,0.7666666666666667,0.7556818181818181,0.851063829787234,0.375,0.9090909090909091,2.8879647254943848
3,0.6666666666666666,0.6950000000000001,0.7727272727272727,0.3,0.85,2.883789300918579
4,0.6333333333333333,0.7782805429864253,0.7317073170731707,0.3076923076923077,0.8823529411764706,2.8896443843841553
5,0.7333333333333333,0.746031746031746,0.8,0.6666666666666666,0.7619047619047619,2.887523651123047
6,0.7586206896551724,0.8571428571428571,0.8292682926829268,0.7142857142857143,0.7727272727272727,2.873887062072754
7,0.8620689655172413,0.9052631578947368,0.9,0.7,0.9473684210526315,2.8740897178649902
8,0.6896551724137931,0.8383838383838383,0.7804878048780488,0.36363636363636365,0.8888888888888888,2.8821678161621094
9,0.7586206896551724,0.8942307692307692,0.8,0.6153846153846154,0.875,2.8719561100006104
10,0.7931034482758621,0.8846153846153847,0.8333333333333334,0.6153846153846154,0.9375,2.8691823482513428
